Time,Date / Time,Date,Time,Date UTC,Temp (F),Dwpt (F),Hum (%),Pres (inHg),Wnd Dir,Wnd Deg (deg),Wnd Spd (mph),Wnd Spd Gst (mph),Solr Rad (W/m^2),Cldbs (ft),Prcp Dly (in),Prcp Hrly (in)
2016-08-04 08:36:00,2016-08-04 08:36:00,2016-08-04,08:36,2016-08-04 15:36:00,80.6,51.3,36,29.86,SE,,0.0,0.0,286.57,7059,0.0,0.0
2016-08-04 08:30:00,2016-08-04 08:30:00,2016-08-04,08:30,2016-08-04 15:30:00,79.5,51.8,38,29.86,East,,0.0,0.0,265.22,6695,0.0,0.0
2016-08-04 08:25:00,2016-08-04 08:25:00,2016-08-04,08:25,2016-08-04 15:25:00,78.4,52.9,41,29.86,East,,0.0,0.0,256.57,6195,0.0,0.0
2016-08-04 08:20:00,2016-08-04 08:20:00,2016-08-04,08:20,2016-08-04 15:20:00,77.4,51.8,41,29.86,East,,0.0,0.0,245.08,6218,0.0,0.0
2016-08-04 08:15:00,2016-08-04 08:15:00,2016-08-04,08:15,2016-08-04 15:15:00,76.3,55.8,49,29.86,ESE,,0.0,0.0,235.61,5059,0.0,0.0
2016-08-04 08:10:00,2016-08-04 08:10:00,2016-08-04,08:10,2016-08-04 15:10:00,75.9,57.0,52,29.86,East,,0.0,0.0,155.07,4695,0.0,0.0
2016-08-04 08:05:00,2016-08-04 08:05:00,2016-08-04,08:05,2016-08-04 15:05:00,75.6,57.2,53,29.85,East,,0.0,0.0,99.57,4582,0.0,0.0
2016-08-04 08:00:00,2016-08-04 08:00:00,2016-08-04,08:00,2016-08-04 15:00:00,75.2,57.4,54,29.86,ESE,,0.0,0.0,164.26,4445,0.0,0.0
2016-08-04 07:55:00,2016-08-04 07:55:00,2016-08-04,07:55,2016-08-04 14:55:00,75.0,57.4,54,29.85,ESE,,0.0,0.0,150.31,4400,0.0,0.0
2016-08-04 07:50:00,2016-08-04 07:50:00,2016-08-04,07:50,2016-08-04 14:50:00,74.7,57.0,54,29.86,East,,0.0,0.0,94.4,4423,0.0,0.0
2016-08-04 07:45:00,2016-08-04 07:45:00,2016-08-04,07:45,2016-08-04 14:45:00,74.3,57.6,56,29.86,East,,0.0,0.0,177.24,4195,0.0,0.0
2016-08-04 07:40:00,2016-08-04 07:40:00,2016-08-04,07:40,2016-08-04 14:40:00,74.1,58.5,58,29.86,ENE,,0.0,0.0,89.12,3945,0.0,0.0
2016-08-04 07:35:00,2016-08-04 07:35:00,2016-08-04,07:35,2016-08-04 14:35:00,73.9,58.8,59,29.86,East,,0.0,0.0,64.32,3832,0.0,0.0
2016-08-04 07:30:00,2016-08-04 07:30:00,2016-08-04,07:30,2016-08-04 14:30:00,73.9,56.8,55,29.85,East,,0.0,0.0,56.46,4286,0.0,0.0
2016-08-04 07:25:00,2016-08-04 07:25:00,2016-08-04,07:25,2016-08-04 14:25:00,74.1,58.5,58,29.85,ESE,,0.0,0.0,51.99,3945,0.0,0.0
2016-08-04 07:20:00,2016-08-04 07:20:00,2016-08-04,07:20,2016-08-04 14:20:00,74.1,58.5,58,29.85,East,,0.0,0.0,49.51,3945,0.0,0.0
2016-08-04 07:14:00,2016-08-04 07:14:00,2016-08-04,07:14,2016-08-04 14:14:00,74.3,58.6,58,29.85,East,,0.0,0.0,45.78,3968,0.0,0.0
2016-08-04 07:09:00,2016-08-04 07:09:00,2016-08-04,07:09,2016-08-04 14:09:00,74.5,58.3,57,29.85,East,,0.0,0.0,42.92,4082,0.0,0.0
2016-08-04 07:04:00,2016-08-04 07:04:00,2016-08-04,07:04,2016-08-04 14:04:00,74.5,57.7,56,29.85,ENE,,0.0,0.0,41.01,4218,0.0,0.0
2016-08-04 06:59:00,2016-08-04 06:59:00,2016-08-04,06:59,2016-08-04 13:59:00,74.5,56.8,54,29.85,East,,0.0,0.0,37.92,4423,0.0,0.0
2016-08-04 06:54:00,2016-08-04 06:54:00,2016-08-04,06:54,2016-08-04 13:54:00,74.5,57.4,55,29.85,SE,,0.0,0.0,35.23,4286,0.0,0.0
2016-08-04 06:49:00,2016-08-04 06:49:00,2016-08-04,06:49,2016-08-04 13:49:00,74.7,57.0,54,29.85,SSW,,0.0,0.0,31.41,4423,0.0,0.0
2016-08-04 06:44:00,2016-08-04 06:44:00,2016-08-04,06:44,2016-08-04 13:44:00,74.7,57.9,56,29.84,SE,,0.0,0.0,27.98,4218,0.0,0.0
2016-08-04 06:39:00,2016-08-04 06:39:00,2016-08-04,06:39,2016-08-04 13:39:00,74.8,58.1,56,29.84,SE,,0.0,0.0,23.69,4195,0.0,0.0
2016-08-04 06:34:00,2016-08-04 06:34:00,2016-08-04,06:34,2016-08-04 13:34:00,75.0,58.3,56,29.84,SE,,0.0,0.0,19.3,4195,0.0,0.0
2016-08-04 06:22:00,2016-08-04 06:22:00,2016-08-04,06:22,2016-08-04 13:22:00,75.4,57.6,54,29.85,ESE,,0.0,0.0,4.98,4445,0.0,0.0
2016-08-04 06:17:00,2016-08-04 06:17:00,2016-08-04,06:17,2016-08-04 13:17:00,75.6,57.2,53,29.84,ESE,,0.0,0.0,2.22,4582,0.0,0.0
2016-08-04 06:12:00,2016-08-04 06:12:00,2016-08-04,06:12,2016-08-04 13:12:00,75.6,55.8,50,29.83,ESE,,0.0,0.0,0.0,4900,0.0,0.0
2016-08-04 06:07:00,2016-08-04 06:07:00,2016-08-04,06:07,2016-08-04 13:07:00,75.7,56.3,51,29.84,East,,0.0,0.0,0.0,4809,0.0,0.0
2016-08-04 06:02:00,2016-08-04 06:02:00,2016-08-04,06:02,2016-08-04 13:02:00,75.7,56.8,52,29.84,SE,135.0,0.4,2.5,0.0,4695,0.0,0.0
2016-08-04 05:57:00,2016-08-04 05:57:00,2016-08-04,05:57,2016-08-04 12:57:00,75.7,56.3,51,29.83,SE,,0.0,0.0,0.0,4809,0.0,0.0
2016-08-04 05:52:00,2016-08-04 05:52:00,2016-08-04,05:52,2016-08-04 12:52:00,75.7,56.8,52,29.83,East,,0.0,0.0,0.0,4695,0.0,0.0
2016-08-04 05:47:00,2016-08-04 05:47:00,2016-08-04,05:47,2016-08-04 12:47:00,75.7,56.3,51,29.83,ENE,,0.0,0.0,0.0,4809,0.0,0.0
2016-08-04 05:42:00,2016-08-04 05:42:00,2016-08-04,05:42,2016-08-04 12:42:00,75.7,56.3,51,29.83,East,,0.0,0.0,0.0,4809,0.0,0.0
2016-08-04 05:37:00,2016-08-04 05:37:00,2016-08-04,05:37,2016-08-04 12:37:00,75.7,54.1,47,29.83,WNW,292.5,0.9,2.5,0.0,5309,0.0,0.0
2016-08-04 05:32:00,2016-08-04 05:32:00,2016-08-04,05:32,2016-08-04 12:32:00,75.7,56.3,51,29.82,East,,0.0,0.0,0.0,4809,0.0,0.0
2016-08-04 05:26:00,2016-08-04 05:26:00,2016-08-04,05:26,2016-08-04 12:26:00,75.7,55.2,49,29.83,NE,,0.0,0.0,0.0,5059,0.0,0.0
2016-08-04 05:21:00,2016-08-04 05:21:00,2016-08-04,05:21,2016-08-04 12:21:00,75.9,55.9,50,29.83,SE,,0.0,0.0,0.0,4945,0.0,0.0
2016-08-04 05:16:00,2016-08-04 05:16:00,2016-08-04,05:16,2016-08-04 12:16:00,76.3,56.8,51,29.82,SW,,0.0,0.0,0.0,4832,0.0,0.0
2016-08-04 05:11:00,2016-08-04 05:11:00,2016-08-04,05:11,2016-08-04 12:11:00,76.5,57.0,51,29.82,East,,0.0,0.0,0.0,4832,0.0,0.0
2016-08-04 05:06:00,2016-08-04 05:06:00,2016-08-04,05:06,2016-08-04 12:06:00,76.8,57.4,51,29.82,East,,0.0,0.0,0.0,4809,0.0,0.0
2016-08-04 05:01:00,2016-08-04 05:01:00,2016-08-04,05:01,2016-08-04 12:01:00,77.2,57.7,51,29.83,East,,0.0,0.0,0.0,4832,0.0,0.0
2016-08-04 04:56:00,2016-08-04 04:56:00,2016-08-04,04:56,2016-08-04 11:56:00,77.5,57.6,50,29.83,ESE,,0.0,0.0,0.0,4923,0.0,0.0
2016-08-04 04:51:00,2016-08-04 04:51:00,2016-08-04,04:51,2016-08-04 11:51:00,77.5,57.0,49,29.82,ESE,,0.0,0.0,0.0,5059,0.0,0.0
2016-08-04 04:46:00,2016-08-04 04:46:00,2016-08-04,04:46,2016-08-04 11:46:00,77.7,55.9,47,29.82,ESE,,0.0,0.0,0.0,5355,0.0,0.0
2016-08-04 04:41:00,2016-08-04 04:41:00,2016-08-04,04:41,2016-08-04 11:41:00,77.9,53.6,43,29.82,East,,0.0,0.0,0.0,5923,0.0,0.0
2016-08-04 04:36:00,2016-08-04 04:36:00,2016-08-04,04:36,2016-08-04 11:36:00,77.9,53.6,43,29.82,ENE,,0.0,0.0,0.0,5923,0.0,0.0
2016-08-04 04:31:00,2016-08-04 04:31:00,2016-08-04,04:31,2016-08-04 11:31:00,77.7,53.4,43,29.82,NNW,337.5,1.8,2.5,0.0,5923,0.0,0.0
2016-08-04 04:26:00,2016-08-04 04:26:00,2016-08-04,04:26,2016-08-04 11:26:00,77.7,52.9,42,29.82,NNE,22.5,2.9,4.9,0.0,6036,0.0,0.0
2016-08-04 04:21:00,2016-08-04 04:21:00,2016-08-04,04:21,2016-08-04 11:21:00,77.5,52.7,42,29.82,North,0.0,0.2,2.5,0.0,6036,0.0,0.0
2016-08-04 04:16:00,2016-08-04 04:16:00,2016-08-04,04:16,2016-08-04 11:16:00,77.5,52.0,41,29.82,NNW,337.5,2.0,2.5,0.0,6195,0.0,0.0
2016-08-04 04:10:00,2016-08-04 04:10:00,2016-08-04,04:10,2016-08-04 11:10:00,77.5,52.0,41,29.82,NNE,22.5,1.8,2.5,0.0,6195,0.0,0.0
2016-08-04 04:05:00,2016-08-04 04:05:00,2016-08-04,04:05,2016-08-04 11:05:00,77.5,52.0,41,29.82,North,0.0,2.0,2.5,0.0,6195,0.0,0.0
2016-08-04 04:00:00,2016-08-04 04:00:00,2016-08-04,04:00,2016-08-04 11:00:00,77.5,51.4,40,29.81,NE,,0.0,0.0,0.0,6332,0.0,0.0
2016-08-04 03:55:00,2016-08-04 03:55:00,2016-08-04,03:55,2016-08-04 10:55:00,77.5,52.0,41,29.82,ENE,,0.0,0.0,0.0,6195,0.0,0.0
2016-08-04 03:50:00,2016-08-04 03:50:00,2016-08-04,03:50,2016-08-04 10:50:00,77.5,52.0,41,29.81,ENE,,0.0,0.0,0.0,6195,0.0,0.0
2016-08-04 03:45:00,2016-08-04 03:45:00,2016-08-04,03:45,2016-08-04 10:45:00,77.5,50.0,38,29.81,North,0.0,0.9,2.5,0.0,6650,0.0,0.0
2016-08-04 03:40:00,2016-08-04 03:40:00,2016-08-04,03:40,2016-08-04 10:40:00,77.4,50.5,39,29.82,North,0.0,0.4,2.5,0.0,6514,0.0,0.0
2016-08-04 03:35:00,2016-08-04 03:35:00,2016-08-04,03:35,2016-08-04 10:35:00,77.2,50.4,39,29.82,NNE,,0.0,0.0,0.0,6491,0.0,0.0
2016-08-04 03:30:00,2016-08-04 03:30:00,2016-08-04,03:30,2016-08-04 10:30:00,77.2,50.4,39,29.82,NE,,0.0,0.0,0.0,6491,0.0,0.0
2016-08-04 03:25:00,2016-08-04 03:25:00,2016-08-04,03:25,2016-08-04 10:25:00,77.2,50.4,39,29.82,ENE,,0.0,0.0,0.0,6491,0.0,0.0
2016-08-04 03:20:00,2016-08-04 03:20:00,2016-08-04,03:20,2016-08-04 10:20:00,77.2,51.1,40,29.82,NE,,0.0,0.0,0.0,6332,0.0,0.0
2016-08-04 03:19:00,2016-08-04 03:19:00,2016-08-04,03:19,2016-08-04 10:19:00,77.2,51.1,40,29.82,ENE,,0.0,0.0,0.0,6332,0.0,0.0
2016-08-04 03:14:00,2016-08-04 03:14:00,2016-08-04,03:14,2016-08-04 10:14:00,77.2,51.1,40,29.82,SSE,,0.0,0.0,0.0,6332,0.0,0.0
2016-08-04 03:09:00,2016-08-04 03:09:00,2016-08-04,03:09,2016-08-04 10:09:00,77.0,50.2,39,29.82,NNW,,0.0,0.0,0.0,6491,0.0,0.0
2016-08-04 03:04:00,2016-08-04 03:04:00,2016-08-04,03:04,2016-08-04 10:04:00,76.8,50.7,40,29.81,ENE,,0.0,0.0,0.0,6332,0.0,0.0
2016-08-04 02:58:00,2016-08-04 02:58:00,2016-08-04,02:58,2016-08-04 09:58:00,76.8,50.0,39,29.81,NE,,0.0,0.0,0.0,6491,0.0,0.0
2016-08-04 02:53:00,2016-08-04 02:53:00,2016-08-04,02:53,2016-08-04 09:53:00,76.8,50.0,39,29.82,ENE,,0.0,0.0,0.0,6491,0.0,0.0
2016-08-04 02:48:00,2016-08-04 02:48:00,2016-08-04,02:48,2016-08-04 09:48:00,76.6,50.5,40,29.82,NE,,0.0,0.0,0.0,6332,0.0,0.0
2016-08-04 02:43:00,2016-08-04 02:43:00,2016-08-04,02:43,2016-08-04 09:43:00,76.5,50.4,40,29.82,NNE,,0.0,0.0,0.0,6332,0.0,0.0
2016-08-04 02:38:00,2016-08-04 02:38:00,2016-08-04,02:38,2016-08-04 09:38:00,76.5,50.4,40,29.82,ENE,,0.0,0.0,0.0,6332,0.0,0.0
2016-08-04 02:33:00,2016-08-04 02:33:00,2016-08-04,02:33,2016-08-04 09:33:00,76.3,48.9,38,29.82,NE,,0.0,0.0,0.0,6627,0.0,0.0
2016-08-04 02:28:00,2016-08-04 02:28:00,2016-08-04,02:28,2016-08-04 09:28:00,76.1,49.5,39,29.82,ENE,,0.0,0.0,0.0,6445,0.0,0.0
2016-08-04 02:23:00,2016-08-04 02:23:00,2016-08-04,02:23,2016-08-04 09:23:00,76.1,48.7,38,29.81,NNE,,0.0,0.0,0.0,6627,0.0,0.0
2016-08-04 02:18:00,2016-08-04 02:18:00,2016-08-04,02:18,2016-08-04 09:18:00,76.3,52.2,43,29.82,East,,0.0,0.0,0.0,5877,0.0,0.0
2016-08-04 02:13:00,2016-08-04 02:13:00,2016-08-04,02:13,2016-08-04 09:13:00,76.8,52.0,42,29.82,East,,0.0,0.0,0.0,6036,0.0,0.0
2016-08-04 02:08:00,2016-08-04 02:08:00,2016-08-04,02:08,2016-08-04 09:08:00,77.4,52.5,42,29.82,East,,0.0,0.0,0.0,6059,0.0,0.0
2016-08-04 02:03:00,2016-08-04 02:03:00,2016-08-04,02:03,2016-08-04 09:03:00,77.7,52.2,41,29.82,East,,0.0,0.0,0.0,6195,0.0,0.0
2016-08-04 01:58:00,2016-08-04 01:58:00,2016-08-04,01:58,2016-08-04 08:58:00,78.3,52.0,40,29.81,ENE,,0.0,0.0,0.0,6377,0.0,0.0
2016-08-04 01:53:00,2016-08-04 01:53:00,2016-08-04,01:53,2016-08-04 08:53:00,78.6,50.9,38,29.82,ENE,,0.0,0.0,0.0,6695,0.0,0.0
2016-08-04 01:42:00,2016-08-04 01:42:00,2016-08-04,01:42,2016-08-04 08:42:00,79.2,48.4,34,29.82,North,,0.0,0.0,0.0,7400,0.0,0.0
2016-08-04 01:32:00,2016-08-04 01:32:00,2016-08-04,01:32,2016-08-04 08:32:00,79.3,49.5,35,29.82,West,,0.0,0.0,0.0,7173,0.0,0.0
2016-08-04 01:27:00,2016-08-04 01:27:00,2016-08-04,01:27,2016-08-04 08:27:00,79.3,47.8,33,29.81,NNE,22.5,0.4,2.5,0.0,7559,0.0,0.0
2016-08-04 01:22:00,2016-08-04 01:22:00,2016-08-04,01:22,2016-08-04 08:22:00,79.2,46.8,32,29.82,NNE,22.5,0.2,2.5,0.0,7764,0.0,0.0
2016-08-04 01:17:00,2016-08-04 01:17:00,2016-08-04,01:17,2016-08-04 08:17:00,79.2,47.7,33,29.82,North,0.0,2.0,2.5,0.0,7559,0.0,0.0
2016-08-04 01:12:00,2016-08-04 01:12:00,2016-08-04,01:12,2016-08-04 08:12:00,79.0,48.2,34,29.81,North,0.0,0.4,2.5,0.0,7400,0.0,0.0
2016-08-04 01:07:00,2016-08-04 01:07:00,2016-08-04,01:07,2016-08-04 08:07:00,79.0,50.5,37,29.82,North,0.0,3.4,4.9,0.0,6877,0.0,0.0
2016-08-04 01:02:00,2016-08-04 01:02:00,2016-08-04,01:02,2016-08-04 08:02:00,79.2,52.9,40,29.82,North,,0.0,0.0,0.0,6377,0.0,0.0
2016-08-04 00:57:00,2016-08-04 00:57:00,2016-08-04,00:57,2016-08-04 07:57:00,79.3,51.6,38,29.81,North,0.0,2.0,2.5,0.0,6695,0.0,0.0
2016-08-04 00:52:00,2016-08-04 00:52:00,2016-08-04,00:52,2016-08-04 07:52:00,79.5,52.5,39,29.81,North,0.0,1.3,2.5,0.0,6536,0.0,0.0
2016-08-04 00:47:00,2016-08-04 00:47:00,2016-08-04,00:47,2016-08-04 07:47:00,79.9,53.4,40,29.82,NE,,0.0,0.0,0.0,6423,0.0,0.0
2016-08-04 00:42:00,2016-08-04 00:42:00,2016-08-04,00:42,2016-08-04 07:42:00,80.4,54.0,40,29.82,ENE,,0.0,0.0,0.0,6400,0.0,0.0
2016-08-04 00:37:00,2016-08-04 00:37:00,2016-08-04,00:37,2016-08-04 07:37:00,80.8,54.9,41,29.82,NNW,337.5,2.0,2.5,0.0,6286,0.0,0.0
2016-08-04 00:32:00,2016-08-04 00:32:00,2016-08-04,00:32,2016-08-04 07:32:00,81.3,55.4,41,29.82,North,0.0,0.2,2.5,0.0,6286,0.0,0.0
2016-08-04 00:21:00,2016-08-04 00:21:00,2016-08-04,00:21,2016-08-04 07:21:00,82.0,51.8,35,29.82,NNW,,0.0,0.0,0.0,7264,0.0,0.0
2016-08-04 00:16:00,2016-08-04 00:16:00,2016-08-04,00:16,2016-08-04 07:16:00,82.0,51.8,35,29.82,NW,315.0,0.4,2.5,0.0,7264,0.0,0.0
2016-08-04 00:11:00,2016-08-04 00:11:00,2016-08-04,00:11,2016-08-04 07:11:00,82.0,51.8,35,29.82,North,0.0,1.8,4.9,0.0,7264,0.0,0.0
2016-08-04 00:06:00,2016-08-04 00:06:00,2016-08-04,00:06,2016-08-04 07:06:00,82.0,50.9,34,29.82,North,0.0,0.9,2.5,0.0,7468,0.0,0.0
2016-08-04 00:01:00,2016-08-04 00:01:00,2016-08-04,00:01,2016-08-04 07:01:00,81.9,50.7,34,29.82,North,,0.0,0.0,0.0,7491,0.0,0.0
2016-08-03 23:56:00,2016-08-03 23:56:00,2016-08-03,23:56,2016-08-04 06:56:00,81.9,50.7,34,29.82,North,,0.0,0.0,0.0,7491,0.0,0.0
2016-08-03 23:51:00,2016-08-03 23:51:00,2016-08-03,23:51,2016-08-04 06:51:00,81.7,52.2,36,29.82,North,,0.0,0.0,0.0,7105,0.0,0.0
2016-08-03 23:46:00,2016-08-03 23:46:00,2016-08-03,23:46,2016-08-04 06:46:00,81.7,54.3,39,29.82,ENE,,0.0,0.0,0.0,6627,0.0,0.0
2016-08-03 23:41:00,2016-08-03 23:41:00,2016-08-03,23:41,2016-08-04 06:41:00,81.7,53.6,38,29.82,ESE,,0.0,0.0,0.0,6786,0.0,0.0
2016-08-03 23:36:00,2016-08-03 23:36:00,2016-08-03,23:36,2016-08-04 06:36:00,81.5,53.6,38,29.82,East,,0.0,0.0,0.0,6741,0.0,0.0
2016-08-03 23:31:00,2016-08-03 23:31:00,2016-08-03,23:31,2016-08-04 06:31:00,81.5,52.7,37,29.82,ENE,,0.0,0.0,0.0,6945,0.0,0.0
2016-08-03 23:26:00,2016-08-03 23:26:00,2016-08-03,23:26,2016-08-04 06:26:00,81.3,54.7,40,29.82,NNW,337.5,0.2,2.5,0.0,6445,0.0,0.0
2016-08-03 23:21:00,2016-08-03 23:21:00,2016-08-03,23:21,2016-08-04 06:21:00,81.3,54.7,40,29.82,NW,315.0,1.1,2.5,0.0,6445,0.0,0.0
2016-08-03 23:16:00,2016-08-03 23:16:00,2016-08-03,23:16,2016-08-04 06:16:00,81.5,55.6,41,29.82,NW,,0.0,0.0,0.0,6286,0.0,0.0
2016-08-03 23:11:00,2016-08-03 23:11:00,2016-08-03,23:11,2016-08-04 06:11:00,81.5,55.6,41,29.82,ENE,,0.0,0.0,0.0,6286,0.0,0.0
2016-08-03 23:00:00,2016-08-03 23:00:00,2016-08-03,23:00,2016-08-04 06:00:00,81.7,55.0,40,29.82,ESE,,0.0,0.0,0.0,6468,0.0,0.0
2016-08-03 22:50:00,2016-08-03 22:50:00,2016-08-03,22:50,2016-08-04 05:50:00,82.2,54.1,38,29.82,ENE,,0.0,0.0,0.0,6786,0.0,0.0
2016-08-03 22:45:00,2016-08-03 22:45:00,2016-08-03,22:45,2016-08-04 05:45:00,82.6,54.5,38,29.82,WSW,,0.0,0.0,0.0,6786,0.0,0.0
2016-08-03 22:40:00,2016-08-03 22:40:00,2016-08-03,22:40,2016-08-04 05:40:00,83.1,54.9,38,29.82,SE,,0.0,0.0,0.0,6809,0.0,0.0
2016-08-03 22:35:00,2016-08-03 22:35:00,2016-08-03,22:35,2016-08-04 05:35:00,83.7,53.2,35,29.82,SE,,0.0,0.0,0.0,7332,0.0,0.0
2016-08-03 22:30:00,2016-08-03 22:30:00,2016-08-03,22:30,2016-08-04 05:30:00,84.2,52.9,34,29.82,ENE,,0.0,0.0,0.0,7514,0.0,0.0
2016-08-03 22:25:00,2016-08-03 22:25:00,2016-08-03,22:25,2016-08-04 05:25:00,84.7,52.5,33,29.82,East,,0.0,0.0,0.0,7718,0.0,0.0
2016-08-03 22:20:00,2016-08-03 22:20:00,2016-08-03,22:20,2016-08-04 05:20:00,85.3,52.2,32,29.81,SE,,0.0,0.0,0.0,7923,0.0,0.0
2016-08-03 22:14:00,2016-08-03 22:14:00,2016-08-03,22:14,2016-08-04 05:14:00,85.6,52.5,32,29.82,NW,,0.0,0.0,0.0,7923,0.0,0.0
2016-08-03 22:09:00,2016-08-03 22:09:00,2016-08-03,22:09,2016-08-04 05:09:00,86.2,52.9,32,29.82,ESE,,0.0,0.0,0.0,7968,0.0,0.0
2016-08-03 22:04:00,2016-08-03 22:04:00,2016-08-03,22:04,2016-08-04 05:04:00,86.7,52.5,31,29.81,SE,,0.0,0.0,0.0,8173,0.0,0.0
2016-08-03 21:59:00,2016-08-03 21:59:00,2016-08-03,21:59,2016-08-04 04:59:00,87.1,52.9,31,29.81,East,,0.0,0.0,0.0,8173,0.0,0.0
2016-08-03 21:54:00,2016-08-03 21:54:00,2016-08-03,21:54,2016-08-04 04:54:00,87.6,50.5,28,29.81,ESE,,0.0,0.0,0.0,8832,0.0,0.0
2016-08-03 21:49:00,2016-08-03 21:49:00,2016-08-03,21:49,2016-08-04 04:49:00,88.0,49.8,27,29.81,ENE,,0.0,0.0,0.0,9082,0.0,0.0
2016-08-03 21:44:00,2016-08-03 21:44:00,2016-08-03,21:44,2016-08-04 04:44:00,88.5,49.3,26,29.81,ENE,,0.0,0.0,0.0,9309,0.0,0.0
2016-08-03 21:39:00,2016-08-03 21:39:00,2016-08-03,21:39,2016-08-04 04:39:00,88.7,48.4,25,29.81,ENE,,0.0,0.0,0.0,9559,0.0,0.0
2016-08-03 21:34:00,2016-08-03 21:34:00,2016-08-03,21:34,2016-08-04 04:34:00,89.1,46.6,23,29.81,NNE,22.5,2.5,4.9,0.0,10059,0.0,0.0
2016-08-03 21:29:00,2016-08-03 21:29:00,2016-08-03,21:29,2016-08-04 04:29:00,89.1,45.3,22,29.81,East,,0.0,0.0,0.0,10355,0.0,0.0
2016-08-03 21:24:00,2016-08-03 21:24:00,2016-08-03,21:24,2016-08-04 04:24:00,89.2,45.5,22,29.8,ENE,,0.0,0.0,0.0,10332,0.0,0.0
2016-08-03 21:19:00,2016-08-03 21:19:00,2016-08-03,21:19,2016-08-04 04:19:00,89.2,44.2,21,29.8,ESE,,0.0,0.0,0.0,10627,0.0,0.0
2016-08-03 21:14:00,2016-08-03 21:14:00,2016-08-03,21:14,2016-08-04 04:14:00,89.4,48.0,24,29.8,North,0.0,0.4,2.5,0.0,9809,0.0,0.0
2016-08-03 21:09:00,2016-08-03 21:09:00,2016-08-03,21:09,2016-08-04 04:09:00,89.6,46.9,23,29.8,ENE,,0.0,0.0,0.0,10105,0.0,0.0
2016-08-03 21:04:00,2016-08-03 21:04:00,2016-08-03,21:04,2016-08-04 04:04:00,89.8,48.2,24,29.8,North,,0.0,0.0,0.0,9855,0.0,0.0
2016-08-03 20:58:00,2016-08-03 20:58:00,2016-08-03,20:58,2016-08-04 03:58:00,90.0,48.4,24,29.79,NE,45.0,0.4,2.5,0.0,9855,0.0,0.0
2016-08-03 20:48:00,2016-08-03 20:48:00,2016-08-03,20:48,2016-08-04 03:48:00,90.7,51.1,26,29.79,ENE,,0.0,0.0,0.0,9400,0.0,0.0
2016-08-03 20:43:00,2016-08-03 20:43:00,2016-08-03,20:43,2016-08-04 03:43:00,91.0,48.2,23,29.79,NE,,0.0,0.0,0.0,10127,0.0,0.0
2016-08-03 20:38:00,2016-08-03 20:38:00,2016-08-03,20:38,2016-08-04 03:38:00,91.4,47.3,22,29.79,NE,,0.0,0.0,0.0,10423,0.0,0.0
2016-08-03 20:33:00,2016-08-03 20:33:00,2016-08-03,20:33,2016-08-04 03:33:00,91.6,47.5,22,29.79,NE,,0.0,0.0,0.0,10423,0.0,0.0
2016-08-03 20:28:00,2016-08-03 20:28:00,2016-08-03,20:28,2016-08-04 03:28:00,91.9,47.7,22,29.78,NNE,,0.0,0.0,0.0,10445,0.0,0.0
2016-08-03 20:23:00,2016-08-03 20:23:00,2016-08-03,20:23,2016-08-04 03:23:00,92.5,49.5,23,29.79,NE,,0.0,0.0,0.0,10173,0.0,0.0
2016-08-03 20:12:00,2016-08-03 20:12:00,2016-08-03,20:12,2016-08-04 03:12:00,93.4,51.3,24,29.78,NNE,22.5,0.2,2.5,0.0,9968,0.0,0.0
2016-08-03 20:07:00,2016-08-03 20:07:00,2016-08-03,20:07,2016-08-04 03:07:00,93.9,50.5,23,29.78,North,,0.0,0.0,0.0,10264,0.0,0.0
